degree,section,stream,course_code,course_name
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BUSI1018,UO Business and Society
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,LAWS1018,UO Business Law
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,MATH1028,UO Quantitative Methods for Business
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BUSI1030,UO Career Development in Business
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,ECON1011,UO Macroeconomics
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BUSI2021,UO Entrepreneurship for Social and Market Impact
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,ECON2007,UO Economic Analysis of Business Decisions
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,ECON2009,UO Growth Development and the Macroeconomy
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BUSI2019,UO Management and Organisation
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,IBUS3008,UO International Business Environments
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,ECON2008,UO Empirical Business Analysis
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BAFI2025,UO Business Finance
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BAFI3010,UO Portfolio and Fund Management
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,-,Elective
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,-,Elective
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,-,Elective
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,ECON3007,UO Economics of Public Policy
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,ECON3008,UO International Economics
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BAFI3013,UO International Currency and Banking Markets
"Bachelor of Business (Economics, Finance and Trade)",Electives,Standard study plans,BUSI3034,UO Strategic Financial Analysis
Bachelor of Business (Financial Planning),Core courses,Core courses,ACCT1005,UO Accounting for Business
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI1003,UO Financial Markets and Institutions
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI1004,UO Personal Finance
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI2016,UO Introduction to Financial Planning
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI3008,UO Applied Financial Planning
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI3009,UO Estate Planning
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI3010,UO Portfolio and Fund Management
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI3011,UO Risk Management and Insurance
Bachelor of Business (Financial Planning),Core courses,Core courses,BAFI3012,UO Superannuation
Bachelor of Business (Financial Planning),Core courses,Core courses,BUSI1030,UO Career Development in Business
Bachelor of Business (Financial Planning),Core courses,Core courses,BUSI2019,UO Management and Organisation
Bachelor of Business (Financial Planning),Core courses,Core courses,BUSI2021,UO Entrepreneurship for Social and Market Impact
Bachelor of Business (Financial Planning),Core courses,Core courses,ECON1010,UO Principles of Economics
Bachelor of Business (Financial Planning),Core courses,Core courses,ECON1011,UO Macroeconomics
Bachelor of Business (Financial Planning),Core courses,Core courses,IBUS3008,UO International Business Environments
Bachelor of Business (Financial Planning),Core courses,Core courses,INFO2022,UO Business Intelligence
Bachelor of Business (Financial Planning),Core courses,Core courses,LAWS1018,UO Business Law
Bachelor of Business (Financial Planning),Core courses,Core courses,LAWS2012,UO Companies and Partnership Law
Bachelor of Business (Financial Planning),Core courses,Core courses,LAWS3007,UO Taxation Law 1
Bachelor of Business (Financial Planning),Core courses,Core courses,MARK1013,UO Marketing Principles: Trading and Exchange
Bachelor of Business (Financial Planning),Core courses,Core courses,MATH1028,UO Quantitative Methods for Business
Bachelor of Business (Financial Planning),Core courses,Core selective courses,BUSI3033,UO Strategic Management
Bachelor of Business (Financial Planning),Core courses,Core selective courses,BUSI3034,UO Strategic Financial Analysis
Bachelor of Business (Financial Planning),Core courses,Standard study plans,SOCI3014,UO Critical Approaches to Online Learning
Bachelor of Business (Financial Planning),Core courses,Standard study plans,ACCT1005,UO Accounting for Business
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI1004,UO Personal Finance
Bachelor of Business (Financial Planning),Core courses,Standard study plans,MATH1028,UO Quantitative Methods for Business
Bachelor of Business (Financial Planning),Core courses,Standard study plans,ECON1010,UO Principles of Economics
Bachelor of Business (Financial Planning),Core courses,Standard study plans,LAWS1018,UO Business Law
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BUSI1030,UO Career Development in Business
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BUSI1018,UO Business and Society
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI1003,UO Financial Markets and Institutions
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI2016,UO Introduction to Financial Planning
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BUSI2019,UO Management and Organisation
Bachelor of Business (Financial Planning),Core courses,Standard study plans,MARK1013,UO Marketing Principles: Trading and Exchange
Bachelor of Business (Financial Planning),Core courses,Standard study plans,ECON1011,UO Macroeconomics
Bachelor of Business (Financial Planning),Core courses,Standard study plans,IBUS3008,UO International Business Environments
Bachelor of Business (Financial Planning),Core courses,Standard study plans,INFO2022,UO Business Intelligence
Bachelor of Business (Financial Planning),Core courses,Standard study plans,LAWS2012,UO Companies and Partnership Law
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI3010,UO Portfolio and Fund Management
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI3012,UO Superannuation
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BUSI2021,UO Entrepreneurship for Social and Market Impact
Bachelor of Business (Financial Planning),Core courses,Standard study plans,LAWS3007,UO Taxation Law 1
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI3008,UO Applied Financial Planning
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI3009,UO Estate Planning
Bachelor of Business (Financial Planning),Core courses,Standard study plans,BAFI3011,UO Risk Management and Insurance
Bachelor of Business (Financial Planning),Core courses,Standard study plans,-,Core selective courses
Bachelor of Business (Financial Planning),Electives,Program electives,SOCI3014,UO Critical Approaches to Online Learning
Bachelor of Business (Financial Planning),Electives,Program electives,AUXX1011,Elective 1
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT1005,UO Accounting for Business
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT1006,UO Financial Accounting 1
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT2003,UO Financial Accounting 2
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT2004,UO Management Accounting
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT3003,UO Auditing Theory and Practice
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT3004,UO Contemporary Issues in Accounting
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT3005,UO Financial Accounting 3
Bachelor of Business (Financial Planning),Electives,Program electives - Business,ACCT3006,UO Sustainability Accounting and Reporting
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI1003,UO Financial Markets and Institutions
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI1004,UO Personal Finance
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI2016,UO Introduction to Financial Planning
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI2025,UO Business Finance
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI3008,UO Applied Financial Planning
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI3009,UO Estate Planning
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI3010,UO Portfolio and Fund Management
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI3011,UO Risk Management and Insurance
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI3012,UO Superannuation
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BAFI3013,UO International Currency and Banking Markets
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI1018,UO Business and Society
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI1019,UO Exploring Digital Technology in Business
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI1020,UO Introduction to Digital Disruption in Business
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI1022,UO Foundations of Business
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI1023,UO Introduction to Human Behaviour
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI1030,UO Career Development in Business
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI2014,UO Designing Digital Solutions
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI2016,Business International Study Tour
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI2017,UO Organisational Behaviour
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI2019,UO Management and Organisation
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI2020,UO Project Management: Principles and Strategies
Bachelor of Business (Financial Planning),Electives,Program electives - Business,BUSI2021,UO Entrepreneurship for Social and Market Impact
